order_id,customer_id,order_date,status,num_items,subtotal,tax,shipping,total,payment_method,shipping_address,delivery_date
ORD-0002478,CUST-003326,2024-04-21 00:07:26.263000,delivered,3,681.13,54.49,0.0,735.62,debit_card,"85517 Kenneth Manors, East Heatherview, Bahamas",2024-04-26 00:07:26.263000
ORD-0002479,CUST-001885,2023-12-08 00:00:19.337474,delivered,4,511.56,40.92,0.0,552.48,debit_card,"4118 Palmer Burgs Suite 188, West Codyberg, Norway",2023-12-15 00:00:19.337474
ORD-0002480,CUST-004305,2025-04-08 13:39:48.793490,returned,2,2678.78,214.3,0.0,2893.08,apple_pay,"5434 Anna Inlet, Watsonstad, Togo",
ORD-0002481,CUST-000455,2026-01-01 10:48:03.385265,cancelled,1,426.53,34.12,0.0,460.65,apple_pay,"0634 Davis Curve Apt. 566, West Kimberly, Seychelles",
ORD-0002482,CUST-001897,2023-10-03 10:17:17.740221,delivered,1,89.13,7.13,0.0,96.26,paypal,"77762 Erin Green Suite 896, Davidberg, Jamaica",2023-10-09 10:17:17.740221
ORD-0002483,CUST-002907,2025-01-30 23:35:21.570791,delivered,1,468.51,37.48,0.0,505.99,credit_card,"2540 Lewis Ferry Suite 002, South Heatherborough, Iraq",2025-02-09 23:35:21.570791
ORD-0002484,CUST-003251,2023-12-09 07:41:49.949845,delivered,1,257.27,20.58,0.0,277.85,apple_pay,"3142 Martinez Islands, Port Ryan, Turkey",2023-12-13 07:41:49.949845
ORD-0002485,CUST-000018,2024-11-19 01:18:14.626514,delivered,1,51.09,4.09,0.0,55.18,apple_pay,"160 Robert Roads Suite 347, New Josefort, Turkey",2024-11-22 01:18:14.626514
ORD-0002486,CUST-001631,2024-05-21 11:11:35.718159,delivered,1,1120.17,89.61,0.0,1209.78,credit_card,"8601 Caroline Ridges, Jenniferberg, Antarctica (the territory South of 60 deg S)",2024-05-26 11:11:35.718159
ORD-0002487,CUST-003341,2024-04-04 12:03:43.684775,delivered,2,2859.43,228.75,0.0,3088.18,credit_card,"0263 Renee Meadow Suite 413, Saraborough, Saint Helena",2024-04-08 12:03:43.684775
ORD-0002488,CUST-003524,2025-04-03 11:48:23.105828,delivered,4,3182.42,254.59,0.0,3437.01,credit_card,"754 Destiny Highway Apt. 220, Timothyland, Saint Helena",2025-04-05 11:48:23.105828
ORD-0002489,CUST-000251,2025-12-20 03:45:49.753518,delivered,4,1151.13,92.09,0.0,1243.22,paypal,"090 Berg Crest Suite 896, Lambertside, Kiribati",2025-12-28 03:45:49.753518
ORD-0002490,CUST-001130,2026-01-02 02:20:15.225955,delivered,1,759.77,60.78,0.0,820.55,credit_card,"29343 Richard Mall, Amandatown, Papua New Guinea",2026-01-08 02:20:15.225955
ORD-0002491,CUST-004218,2026-03-02 06:51:33.541787,delivered,1,1618.01,129.44,0.0,1747.45,credit_card,"90839 Miller Burgs, Potterfort, Honduras",2026-03-09 06:51:33.541787
ORD-0002492,CUST-000646,2025-09-08 17:48:44.181125,delivered,2,293.4,23.47,0.0,316.87,paypal,"4683 Flowers Divide Suite 773, South Susanhaven, Guernsey",2025-09-10 17:48:44.181125
ORD-0002493,CUST-004468,2026-02-07 06:36:03.836359,delivered,1,145.31,11.62,0.0,156.93,apple_pay,"7698 Velez Bridge Apt. 703, New Joshua, Syrian Arab Republic",2026-02-11 06:36:03.836359
ORD-0002494,CUST-003707,2026-01-24 23:10:27.513851,delivered,1,60.61,4.85,0.0,65.46,paypal,"83653 Anderson Rapids, Port Elizabethview, Costa Rica",2026-01-29 23:10:27.513851
ORD-0002495,CUST-002315,2025-02-05 11:59:40.810522,delivered,1,310.35,24.83,0.0,335.18,debit_card,"90805 Jillian Crescent, Butlerton, Micronesia",2025-02-11 11:59:40.810522
ORD-0002496,CUST-004406,2025-05-28 11:17:06.014555,delivered,4,2257.92,180.63,0.0,2438.55,apple_pay,"3801 Christopher Hill Apt. 663, Markstad, Malaysia",2025-06-07 11:17:06.014555
ORD-0002497,CUST-002020,2026-02-12 20:41:29.840965,delivered,4,321.5,25.72,0.0,347.22,credit_card,"0631 Tricia Divide Apt. 851, Jodifort, Sierra Leone",2026-02-14 20:41:29.840965
ORD-0002498,CUST-001068,2024-07-06 10:22:47.915941,delivered,1,1130.54,90.44,0.0,1220.98,paypal,"381 David Track Apt. 906, Jacobsborough, Saint Pierre and Miquelon",2024-07-13 10:22:47.915941
ORD-0002499,CUST-004367,2026-04-21 16:27:06.798577,shipped,3,2003.32,160.27,0.0,2163.59,paypal,"849 Nicole Mountains, East Kathleenview, Poland",
ORD-0002500,CUST-003531,2025-05-15 16:31:41.094676,delivered,1,1365.59,109.25,0.0,1474.84,credit_card,"55317 Wright Circle, Clementsberg, Sri Lanka",2025-05-20 16:31:41.094676
ORD-0002501,CUST-001218,2025-11-19 09:52:02.729682,returned,4,378.5,30.28,0.0,408.78,credit_card,"3908 Ashley Mews Apt. 943, Davidland, Taiwan",
ORD-0002502,CUST-003807,2025-10-26 22:05:47.404339,delivered,2,1957.41,156.59,0.0,2114.0,paypal,"055 Juarez Expressway, Lake Christopher, Togo",2025-10-31 22:05:47.404339
ORD-0002503,CUST-003017,2025-04-26 05:00:30.072714,delivered,1,106.68,8.53,0.0,115.21,paypal,"2422 Horton Lights, Gordonburgh, Chad",2025-05-01 05:00:30.072714
ORD-0002504,CUST-000494,2026-02-10 19:37:57.341676,delivered,3,624.68,49.97,0.0,674.65,apple_pay,"61062 Marshall Field, Lake Jennifer, Latvia",2026-02-15 19:37:57.341676
ORD-0002505,CUST-000162,2025-07-18 09:38:42.383907,delivered,4,503.46,40.28,0.0,543.74,credit_card,"44844 Carson Crest, South Jessica, Bangladesh",2025-07-25 09:38:42.383907
ORD-0002506,CUST-004490,2024-12-27 19:29:04.946009,cancelled,1,648.16,51.85,0.0,700.01,paypal,"2595 Timothy Summit, Gonzalezville, Tokelau",
ORD-0002507,CUST-001129,2025-09-08 17:41:33.476977,delivered,1,66.33,5.31,0.0,71.64,credit_card,"28066 Howard Causeway, West Matthewborough, Romania",2025-09-16 17:41:33.476977
ORD-0002508,CUST-001830,2024-09-01 08:12:35.856184,delivered,1,680.16,54.41,0.0,734.57,debit_card,"79681 Johnny Isle, Samuelchester, Swaziland",2024-09-10 08:12:35.856184
ORD-0002509,CUST-001729,2026-03-23 14:12:54.052920,delivered,1,51.95,4.16,0.0,56.11,debit_card,"3543 Myers Isle, Lisafort, United Kingdom",2026-03-25 14:12:54.052920
ORD-0002510,CUST-001173,2026-04-16 08:24:31.519856,delivered,3,222.93,17.83,0.0,240.76,paypal,"22755 Mann Corner Suite 823, Katrinachester, Sweden",2026-04-19 08:24:31.519856
ORD-0002511,CUST-002795,2024-11-01 08:51:52.677363,delivered,2,975.53,78.04,0.0,1053.57,credit_card,"41297 Susan Glen, North Benjamin, Italy",2024-11-10 08:51:52.677363
ORD-0002512,CUST-002598,2026-03-29 18:22:21.139891,delivered,3,180.58,14.45,0.0,195.03,debit_card,"2120 Gina Shoals Suite 096, Dennisfurt, Italy",2026-04-06 18:22:21.139891
ORD-0002513,CUST-004192,2026-01-17 13:01:53.651330,delivered,2,707.07,56.57,0.0,763.64,paypal,"83389 Marshall Prairie Apt. 131, Vasquezville, Estonia",2026-01-24 13:01:53.651330
ORD-0002514,CUST-001699,2025-12-06 02:46:29.363314,delivered,3,642.3,51.38,0.0,693.68,apple_pay,"062 Hall Fords Apt. 186, Cruzshire, Turkmenistan",2025-12-16 02:46:29.363314
ORD-0002515,CUST-001681,2024-06-11 12:16:30.485862,delivered,2,227.78,18.22,0.0,246.0,apple_pay,"69741 Christopher Knoll, South Ryanfurt, Antarctica (the territory South of 60 deg S)",2024-06-18 12:16:30.485862
ORD-0002516,CUST-003244,2025-08-20 23:44:29.295767,delivered,1,1048.92,83.91,0.0,1132.83,credit_card,"21241 Bennett Unions Suite 412, Lake Christy, Ecuador",2025-08-28 23:44:29.295767
ORD-0002517,CUST-001929,2025-10-28 09:19:02.556467,delivered,1,86.24,6.9,0.0,93.14,paypal,"59378 Allison Plaza, East Julie, Palestinian Territory",2025-10-31 09:19:02.556467
ORD-0002518,CUST-002827,2024-10-12 11:24:43.110050,delivered,4,433.65,34.69,0.0,468.34,credit_card,"557 Rhodes Hills Apt. 437, North Timothy, Moldova",2024-10-18 11:24:43.110050
ORD-0002519,CUST-000165,2023-06-20 05:28:30.642894,delivered,1,102.67,8.21,0.0,110.88,apple_pay,"138 Theresa Island, Rowlandberg, New Zealand",2023-06-26 05:28:30.642894
ORD-0002520,CUST-003803,2026-03-13 02:08:20.356964,delivered,1,275.54,22.04,0.0,297.58,paypal,"19624 Robinson Shoal Suite 510, West Theresa, Mongolia",2026-03-17 02:08:20.356964
ORD-0002521,CUST-001374,2025-07-11 10:08:31.523064,delivered,1,117.59,9.41,0.0,127.0,credit_card,"75891 Anna Highway Apt. 924, South Amandaberg, Djibouti",2025-07-20 10:08:31.523064
ORD-0002522,CUST-001289,2023-08-20 00:09:40.100634,delivered,1,86.39,6.91,0.0,93.3,apple_pay,"60834 Bennett Highway Suite 197, Arnoldview, El Salvador",2023-08-24 00:09:40.100634
ORD-0002523,CUST-001909,2026-01-13 09:17:42.963247,delivered,2,1136.88,90.95,0.0,1227.83,debit_card,"159 Jones Trace, Gardnermouth, Libyan Arab Jamahiriya",2026-01-23 09:17:42.963247
ORD-0002524,CUST-002584,2024-02-06 18:15:07.031705,delivered,2,1411.57,112.93,0.0,1524.5,credit_card,"4600 William Ways Apt. 331, Micheleburgh, Uzbekistan",2024-02-14 18:15:07.031705
ORD-0002525,CUST-003200,2026-03-11 21:25:07.819698,delivered,1,281.73,22.54,0.0,304.27,credit_card,"06626 Brown Key Suite 924, Sarashire, Spain",2026-03-21 21:25:07.819698
ORD-0002526,CUST-003983,2025-08-12 23:58:24.299262,delivered,1,644.67,51.57,0.0,696.24,credit_card,"1658 Larry Station Suite 008, Foleyberg, Comoros",2025-08-15 23:58:24.299262
ORD-0002527,CUST-001551,2025-05-31 14:49:22.552589,delivered,1,1217.84,97.43,0.0,1315.27,paypal,"27284 Jones Coves Apt. 685, South Matthewtown, Turkey",2025-06-09 14:49:22.552589
ORD-0002528,CUST-004065,2025-12-09 05:53:07.452797,delivered,1,83.79,6.7,0.0,90.49,paypal,"8066 Wyatt Views Apt. 832, North Stevenborough, Sudan",2025-12-15 05:53:07.452797
ORD-0002529,CUST-002675,2026-03-09 17:07:28.808210,returned,1,136.38,10.91,0.0,147.29,debit_card,"53942 Kevin Ford, Munozchester, Croatia",
ORD-0002530,CUST-001603,2025-06-07 23:13:17.305213,delivered,2,3120.03,249.6,0.0,3369.63,debit_card,"07560 Johnson Extension, Baileyland, Western Sahara",2025-06-12 23:13:17.305213
ORD-0002531,CUST-003302,2025-12-27 05:44:14.570205,delivered,2,241.17,19.29,0.0,260.46,paypal,"50116 Gail Curve Apt. 121, New Katherinemouth, Cape Verde",2025-12-29 05:44:14.570205
ORD-0002532,CUST-003158,2026-01-29 16:03:38.103686,delivered,2,1034.64,82.77,0.0,1117.41,paypal,"2194 Amanda Shores, Tristanfort, Cape Verde",2026-02-05 16:03:38.103686
ORD-0002533,CUST-004014,2024-06-27 07:56:04.679653,delivered,1,196.72,15.74,0.0,212.46,apple_pay,"6137 Lance Way, Randystad, Mongolia",2024-07-03 07:56:04.679653
ORD-0002534,CUST-003680,2025-12-07 16:32:40.096289,delivered,1,49.89,3.99,9.99,63.87,apple_pay,"0932 Jerome Squares, Edwardsbury, United Kingdom",2025-12-13 16:32:40.096289
ORD-0002535,CUST-000161,2026-04-10 03:32:16.237331,delivered,1,486.54,38.92,0.0,525.46,paypal,"499 Margaret Pass Suite 198, West Sarahville, San Marino",2026-04-18 03:32:16.237331
ORD-0002536,CUST-003979,2024-05-10 12:28:27.530947,delivered,1,199.83,15.99,0.0,215.82,paypal,"14338 Heath Bridge, West Jennafort, Monaco",2024-05-17 12:28:27.530947
ORD-0002537,CUST-001752,2024-04-05 17:52:21.831815,delivered,2,1018.98,81.52,0.0,1100.5,credit_card,"0618 Scott Valleys, Lisaton, Armenia",2024-04-10 17:52:21.831815
ORD-0002538,CUST-002869,2026-04-11 18:58:36.197761,delivered,2,1803.81,144.3,0.0,1948.11,paypal,"8551 Dylan Mountain, Williamsfort, Zambia",2026-04-21 18:58:36.197761
ORD-0002539,CUST-004246,2025-09-05 01:53:45.043889,delivered,3,3013.98,241.12,0.0,3255.1,credit_card,"000 Anthony Port Suite 659, New Mark, Turkmenistan",2025-09-10 01:53:45.043889
ORD-0002540,CUST-003816,2025-08-19 22:49:42.904361,delivered,1,288.98,23.12,0.0,312.1,debit_card,"6908 Green Camp Apt. 297, West Davidport, Monaco",2025-08-22 22:49:42.904361
ORD-0002541,CUST-004446,2026-03-28 14:49:45.644036,cancelled,3,2677.72,214.22,0.0,2891.94,apple_pay,"444 Sarah Parkway, Barrettton, Namibia",
ORD-0002542,CUST-002683,2025-04-28 02:14:41.736011,delivered,3,2614.05,209.12,0.0,2823.17,credit_card,"342 Ross Courts Apt. 534, South Amy, India",2025-04-30 02:14:41.736011
ORD-0002543,CUST-001439,2026-04-15 02:52:20.736512,returned,2,2363.73,189.1,0.0,2552.83,debit_card,"83096 Chavez Track, South Nicole, South Georgia and the South Sandwich Islands",
ORD-0002544,CUST-004322,2026-02-16 04:37:06.257698,delivered,1,239.98,19.2,0.0,259.18,credit_card,"889 Stacy Square, New Vincent, Hong Kong",2026-02-25 04:37:06.257698
ORD-0002545,CUST-002276,2026-02-19 19:34:08.984108,delivered,3,1824.87,145.99,0.0,1970.86,apple_pay,"39400 Michelle Hollow, North Anne, French Southern Territories",2026-02-22 19:34:08.984108
ORD-0002546,CUST-001255,2024-04-02 06:51:36.719243,cancelled,1,236.5,18.92,0.0,255.42,credit_card,"598 Smith Road, North Kellybury, Bolivia",
ORD-0002547,CUST-003602,2024-05-02 13:04:10.607350,delivered,4,2852.28,228.18,0.0,3080.46,credit_card,"2159 Mendoza Curve Suite 892, Cooperhaven, South Africa",2024-05-09 13:04:10.607350
ORD-0002548,CUST-002953,2024-01-20 08:24:23.168129,delivered,1,158.97,12.72,0.0,171.69,debit_card,"5633 Thomas Key, South Brianburgh, Malta",2024-01-28 08:24:23.168129
ORD-0002549,CUST-000885,2026-03-25 07:05:52.042122,delivered,1,406.56,32.52,0.0,439.08,paypal,"7901 Berry Parks Suite 957, Dixonberg, Burkina Faso",2026-04-02 07:05:52.042122
ORD-0002550,CUST-002519,2025-11-01 17:06:31.177362,cancelled,2,455.49,36.44,0.0,491.93,debit_card,"4739 James Club, Port Teresa, Turkey",
ORD-0002551,CUST-000522,2025-08-28 13:55:44.018739,delivered,2,727.22,58.18,0.0,785.4,debit_card,"2838 Felicia Shore, Rodriguezton, Turkmenistan",2025-09-01 13:55:44.018739
ORD-0002552,CUST-003827,2025-02-17 14:40:59.797792,delivered,1,1034.05,82.72,0.0,1116.77,credit_card,"35869 Valerie Ways, Port Angelabury, Swaziland",2025-02-26 14:40:59.797792
ORD-0002553,CUST-001139,2025-03-12 05:53:49.742563,delivered,1,943.1,75.45,0.0,1018.55,debit_card,"125 Jennifer Grove Apt. 161, Port Karen, Benin",2025-03-16 05:53:49.742563
ORD-0002554,CUST-004051,2025-08-05 05:02:19.402395,delivered,2,1852.05,148.16,0.0,2000.21,debit_card,"8043 Kayla Inlet Suite 804, New Kristenville, Cook Islands",2025-08-12 05:02:19.402395
ORD-0002555,CUST-001778,2025-09-12 05:22:35.148207,delivered,1,64.62,5.17,0.0,69.79,paypal,"064 Johnson Plaza Suite 343, Thomasmouth, India",2025-09-14 05:22:35.148207
ORD-0002556,CUST-001341,2026-02-10 17:36:03.793240,delivered,4,1146.76,91.74,0.0,1238.5,debit_card,"3737 Nguyen Plaza, Brownshire, Zambia",2026-02-19 17:36:03.793240
ORD-0002557,CUST-004705,2025-01-18 01:20:30.038325,cancelled,3,2956.32,236.51,0.0,3192.83,apple_pay,"83110 Carpenter Divide, New Christopher, Andorra",
ORD-0002558,CUST-000607,2025-09-12 12:57:28.246427,delivered,1,583.16,46.65,0.0,629.81,apple_pay,"055 Weeks Lakes Suite 443, New Wesley, Bahamas",2025-09-21 12:57:28.246427
ORD-0002559,CUST-001204,2025-10-24 17:04:05.022568,delivered,1,62.77,5.02,0.0,67.79,debit_card,"0604 Kimberly Parkway, West Ashley, Israel",2025-11-02 17:04:05.022568
ORD-0002560,CUST-002669,2026-03-22 14:10:49.791181,delivered,3,155.99,12.48,0.0,168.47,apple_pay,"06985 Terrance Walk, Kennedyberg, Malta",2026-03-26 14:10:49.791181
ORD-0002561,CUST-003695,2024-09-23 02:42:55.533649,delivered,3,1105.4,88.43,0.0,1193.83,paypal,"98632 Thornton Orchard, South Abigail, Tanzania",2024-10-01 02:42:55.533649
ORD-0002562,CUST-003130,2025-05-24 02:17:58.147119,delivered,1,718.21,57.46,0.0,775.67,debit_card,"421 Ramirez Squares, Gomezborough, Cuba",2025-05-29 02:17:58.147119
ORD-0002563,CUST-003753,2024-10-07 21:28:54.010886,delivered,1,241.94,19.36,0.0,261.3,credit_card,"429 William Overpass Suite 656, Lisafurt, Netherlands Antilles",2024-10-17 21:28:54.010886
ORD-0002564,CUST-004802,2025-10-21 03:47:33.564134,delivered,1,299.06,23.92,0.0,322.98,paypal,"4682 Thomas Crossroad, Nicholaschester, Austria",2025-10-26 03:47:33.564134
ORD-0002565,CUST-001082,2025-09-06 09:14:59.614160,cancelled,1,16.11,1.29,9.99,27.39,apple_pay,"45625 Frederick Ramp Apt. 157, North Annette, Cyprus",
ORD-0002566,CUST-004817,2025-03-09 08:47:16.010887,delivered,2,1169.97,93.6,0.0,1263.57,paypal,"413 Harris Manors Suite 429, Port Joseph, Cocos (Keeling) Islands",2025-03-12 08:47:16.010887
ORD-0002567,CUST-001770,2026-04-12 02:06:43.643810,delivered,2,1072.56,85.8,0.0,1158.36,credit_card,"9772 Robert Hills Apt. 244, West Edwardchester, Saint Lucia",2026-04-17 02:06:43.643810
ORD-0002568,CUST-004590,2026-02-15 09:45:17.225917,delivered,1,39.59,3.17,9.99,52.75,credit_card,"70296 Chavez Roads Apt. 982, Lake Ryanbury, Palestinian Territory",2026-02-24 09:45:17.225917
ORD-0002569,CUST-000305,2026-04-18 22:27:36.451482,shipped,4,1391.12,111.29,0.0,1502.41,paypal,"34169 Katherine Crest, Collinsfort, Armenia",
ORD-0002570,CUST-001496,2024-05-06 02:01:00.378595,delivered,3,1079.14,86.33,0.0,1165.47,paypal,"04898 Stewart Crescent, Lewisburgh, Dominican Republic",2024-05-08 02:01:00.378595
ORD-0002571,CUST-003507,2026-01-27 07:03:05.269125,delivered,2,161.35,12.91,0.0,174.26,debit_card,"59263 Moore Passage Suite 458, Port Oliviafurt, Sri Lanka",2026-02-05 07:03:05.269125
ORD-0002572,CUST-002085,2025-07-20 18:26:48.151679,delivered,1,1450.04,116.0,0.0,1566.04,debit_card,"5066 White Fall, Port Williamhaven, Dominican Republic",2025-07-25 18:26:48.151679
ORD-0002573,CUST-001834,2025-05-08 20:24:45.138938,delivered,3,3147.11,251.77,0.0,3398.88,debit_card,"3020 Weber Locks Suite 243, South Elizabethtown, Mauritania",2025-05-16 20:24:45.138938
ORD-0002574,CUST-003356,2025-07-31 23:46:57.200145,delivered,1,246.44,19.72,0.0,266.16,apple_pay,"830 Ellen Lodge, Port Curtis, Anguilla",2025-08-09 23:46:57.200145
ORD-0002575,CUST-000311,2024-12-25 14:48:37.089138,delivered,1,1399.81,111.98,0.0,1511.79,debit_card,"8102 Ryan Villages Suite 223, Jamesside, Congo",2024-12-30 14:48:37.089138
ORD-0002576,CUST-002037,2026-04-17 02:34:00.226295,delivered,2,580.94,46.48,0.0,627.42,apple_pay,"05794 Amanda Burg, North Thomas, Trinidad and Tobago",2026-04-24 02:34:00.226295
ORD-0002577,CUST-000122,2024-11-09 02:48:18.484019,delivered,1,406.56,32.52,0.0,439.08,apple_pay,"63398 Barbara Unions, West Destinyport, Chile",2024-11-12 02:48:18.484019
ORD-0002578,CUST-000724,2025-10-11 00:56:19.753865,delivered,2,79.78,6.38,0.0,86.16,paypal,"90057 White Plaza, Thomasmouth, Greenland",2025-10-14 00:56:19.753865
ORD-0002579,CUST-004203,2025-12-18 10:42:18.259595,delivered,2,353.6,28.29,0.0,381.89,apple_pay,"7406 Steven Rapids, New Terrence, Saint Helena",2025-12-27 10:42:18.259595
ORD-0002580,CUST-002850,2025-10-21 07:51:36.769771,delivered,1,735.31,58.82,0.0,794.13,apple_pay,"585 Smith River Apt. 497, North Margaret, Burkina Faso",2025-10-26 07:51:36.769771
ORD-0002581,CUST-000131,2024-10-04 07:02:07.067167,delivered,1,189.77,15.18,0.0,204.95,apple_pay,"092 Francis Circle, New Johnview, Burundi",2024-10-14 07:02:07.067167
ORD-0002582,CUST-002018,2024-08-03 20:22:39.783642,delivered,1,125.26,10.02,0.0,135.28,paypal,"959 Kevin Meadow, Port Brandonfurt, Iraq",2024-08-06 20:22:39.783642
ORD-0002583,CUST-000669,2024-12-16 09:37:33.324904,returned,1,106.18,8.49,0.0,114.67,debit_card,"587 White Road, Danielview, Zimbabwe",
ORD-0002584,CUST-000515,2026-02-18 23:02:46.341905,delivered,2,1563.39,125.07,0.0,1688.46,credit_card,"9479 Martinez Courts Apt. 922, Veronicamouth, Ecuador",2026-02-24 23:02:46.341905
ORD-0002585,CUST-001849,2026-03-26 19:28:38.430206,delivered,2,420.14,33.61,0.0,453.75,paypal,"3916 Evans Plaza Apt. 500, North Jamesport, Cayman Islands",2026-04-03 19:28:38.430206
ORD-0002586,CUST-000554,2026-02-24 08:38:17.932029,cancelled,4,2779.53,222.36,0.0,3001.89,debit_card,"68202 Thomas Fords, Frenchhaven, Syrian Arab Republic",
ORD-0002587,CUST-003937,2026-01-05 00:21:29.114035,delivered,1,86.67,6.93,0.0,93.6,apple_pay,"211 Steven Dale, Dillonview, Israel",2026-01-07 00:21:29.114035
ORD-0002588,CUST-000340,2024-10-18 14:19:01.623145,delivered,2,648.89,51.91,0.0,700.8,paypal,"5866 Beltran Harbors, East Timothymouth, Svalbard & Jan Mayen Islands",2024-10-21 14:19:01.623145
ORD-0002589,CUST-003276,2026-01-09 18:44:41.433255,delivered,1,321.57,25.73,0.0,347.3,credit_card,"3014 Edward Grove, North Lauren, Congo",2026-01-14 18:44:41.433255
ORD-0002590,CUST-001037,2025-11-09 04:35:22.553433,returned,3,2772.23,221.78,0.0,2994.01,apple_pay,"1076 Donna Common, Martinhaven, United States Minor Outlying Islands",
ORD-0002591,CUST-003047,2026-03-28 05:22:38.519459,delivered,1,259.24,20.74,0.0,279.98,debit_card,"375 Janet Burg, New William, Maldives",2026-04-05 05:22:38.519459
ORD-0002592,CUST-000774,2026-04-05 06:34:50.394248,delivered,2,1601.51,128.12,0.0,1729.63,apple_pay,"8092 Rodgers Street Apt. 867, East Brandonville, Japan",2026-04-15 06:34:50.394248
ORD-0002593,CUST-002907,2024-08-16 03:53:04.628441,delivered,1,910.23,72.82,0.0,983.05,paypal,"0970 Mendez Tunnel, West Paula, Solomon Islands",2024-08-20 03:53:04.628441
ORD-0002594,CUST-000210,2026-04-04 23:23:43.692852,delivered,1,409.26,32.74,0.0,442.0,paypal,"279 Watson Stream, Port Erica, Kuwait",2026-04-13 23:23:43.692852
ORD-0002595,CUST-004440,2026-01-09 22:45:05.983124,delivered,2,770.29,61.62,0.0,831.91,debit_card,"362 Watts Garden, South Ryan, Lithuania",2026-01-14 22:45:05.983124
ORD-0002596,CUST-001068,2024-06-07 05:48:41.080659,delivered,2,1025.87,82.07,0.0,1107.94,credit_card,"31069 Cheyenne Ridge Apt. 897, Deleonfort, Montenegro",2024-06-17 05:48:41.080659
ORD-0002597,CUST-000511,2024-03-07 13:26:53.903539,delivered,2,2044.66,163.57,0.0,2208.23,credit_card,"56981 Eric Brook, Jerryborough, Paraguay",2024-03-10 13:26:53.903539
ORD-0002598,CUST-003078,2025-09-16 09:30:01.282958,delivered,1,143.01,11.44,0.0,154.45,credit_card,"357 Brandon Trail, Youngton, Saudi Arabia",2025-09-26 09:30:01.282958
ORD-0002599,CUST-004129,2026-01-10 23:47:08.762723,delivered,3,2280.81,182.46,0.0,2463.27,apple_pay,"152 Turner Fields, Lake Reginahaven, Hungary",2026-01-13 23:47:08.762723
ORD-0002600,CUST-003721,2025-02-23 10:09:01.423558,delivered,1,698.41,55.87,0.0,754.28,debit_card,"547 Donna Dam Suite 434, Port Tomburgh, Reunion",2025-02-28 10:09:01.423558
ORD-0002601,CUST-004103,2026-03-06 19:43:56.733304,delivered,1,321.57,25.73,0.0,347.3,debit_card,"2231 Ruth Manors Suite 984, Hendersonfurt, Venezuela",2026-03-11 19:43:56.733304
ORD-0002602,CUST-002029,2025-05-13 04:38:52.655495,delivered,1,369.47,29.56,0.0,399.03,credit_card,"307 Steele Islands Suite 656, Reginachester, Ukraine",2025-05-21 04:38:52.655495
ORD-0002603,CUST-002159,2025-08-30 22:19:26.692173,delivered,1,148.65,11.89,0.0,160.54,apple_pay,"85994 Tricia Rest Suite 737, Colemanfurt, Turks and Caicos Islands",2025-09-06 22:19:26.692173
ORD-0002604,CUST-001894,2025-08-13 19:59:05.296586,delivered,1,726.54,58.12,0.0,784.66,debit_card,"34962 Wallace Brooks Suite 517, New Mark, Puerto Rico",2025-08-16 19:59:05.296586
ORD-0002605,CUST-000382,2024-10-19 20:47:34.623596,cancelled,3,225.08,18.01,0.0,243.09,credit_card,"1392 Craig Squares Suite 935, North Kimberlyfort, Spain",
ORD-0002606,CUST-000573,2024-12-22 06:35:41.573012,delivered,4,1063.29,85.06,0.0,1148.35,paypal,"526 Jones Mills Apt. 307, Jacksonstad, Malaysia",2024-12-25 06:35:41.573012
ORD-0002607,CUST-002443,2024-09-23 05:27:02.169321,delivered,1,129.63,10.37,0.0,140.0,paypal,"61194 Wright Divide, New Normafort, Congo",2024-09-26 05:27:02.169321
ORD-0002608,CUST-004741,2026-03-12 08:51:04.069866,delivered,3,959.48,76.76,0.0,1036.24,credit_card,"48265 Kristin Square Suite 863, Newmanport, Montenegro",2026-03-18 08:51:04.069866
ORD-0002609,CUST-003755,2025-08-08 06:20:31.431644,delivered,1,1045.82,83.67,0.0,1129.49,apple_pay,"93484 Ford Freeway, Judyshire, Tunisia",2025-08-18 06:20:31.431644
ORD-0002610,CUST-004513,2025-03-27 04:05:32.853725,delivered,3,2513.81,201.1,0.0,2714.91,debit_card,"66094 Burns Keys, East Carolyn, Slovenia",2025-04-04 04:05:32.853725
ORD-0002611,CUST-002770,2023-06-03 06:44:06.572631,delivered,2,2964.21,237.14,0.0,3201.35,paypal,"339 Jacob Knoll Apt. 145, South Mathew, Jersey",2023-06-07 06:44:06.572631
ORD-0002612,CUST-002791,2025-12-22 01:33:32.485498,delivered,1,161.0,12.88,0.0,173.88,paypal,"78327 Lynn Knoll, Washingtonmouth, Iran",2026-01-01 01:33:32.485498
ORD-0002613,CUST-003327,2026-03-24 06:39:27.748056,delivered,1,27.32,2.19,9.99,39.5,paypal,"11832 Michael Highway Suite 539, South Sarahville, Zambia",2026-03-28 06:39:27.748056
ORD-0002614,CUST-004230,2026-02-26 23:48:04.112884,delivered,2,528.84,42.31,0.0,571.15,apple_pay,"64597 David Green, North Anitamouth, Bahrain",2026-03-01 23:48:04.112884
ORD-0002615,CUST-000623,2026-04-24 07:22:10.043574,pending,1,59.72,4.78,0.0,64.5,paypal,"816 Jeremy Knolls, New Dale, Nicaragua",
ORD-0002616,CUST-002633,2024-11-21 01:01:55.283013,delivered,3,1594.47,127.56,0.0,1722.03,debit_card,"12185 Brenda Freeway Apt. 313, East Jessica, Liberia",2024-11-24 01:01:55.283013
